공시일,시각,애프터,종목코드,종목명,decile,관리부담,사유성격,정지사유,동반공시,정지공시_원문
20251120,17:47:10,Y,035290,골드앤에스,D9,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)골드앤에스 영업양수 결정,(주)골드앤에스 주권매매거래정지(영업양수도)
20251121,16:15:47,Y,300120,라온피플,D6,뉴스형(즉시조치),자본·조직변동,무상증자,라온피플 주식회사 유무상증자결정(주주배정후 실권주 일반공모),라온피플 주식회사 주권매매거래정지(무상증자)
20251125,16:58:10,Y,347700,스피어,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)스피어코퍼레이션 단일판매ㆍ공급계약체결,(주)스피어코퍼레이션 주권매매거래정지(단일판매공급계약)
20251126,11:34:10,,082920,비츠로셀,D3,뉴스형(즉시조치),자본·조직변동,무상증자,(주)비츠로셀 무상증자결정,(주)비츠로셀 주권매매거래정지(무상증자)
20251126,13:24:09,,334970,프레스티지바이오로직스,D7,뉴스형(즉시조치),대형계약,단일판매공급계약,프레스티지바이오로직스(주) 단일판매ㆍ공급계약체결,프레스티지바이오로직스(주) 주권매매거래정지(단일판매공급계약)
20251126,16:04:16,Y,474660,신한제12호스팩,(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,신한제12호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),신한제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251128,10:58:16,,073640,테라사이언스,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,테라사이언스(주) (정정)상장폐지,테라사이언스(주) 주권매매거래정지(투자자 보호)
20251128,16:52:19,Y,482520,교보16호스팩,(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,교보16호기업인수목적 주식회사 회사합병 결정,교보16호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20251201,16:47:44,Y,082660,코스나인,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)코스나인 (정정)상장폐지,(주)코스나인 주권매매거래정지(투자자 보호)
20251203,17:59:05,Y,052770,아이톡시,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)아이톡시 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251204,16:57:43,Y,035290,골드앤에스,D9,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)골드앤에스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251205,13:03:31,,033560,블루콤,D10,뉴스형(즉시조치),부실·위험,중요한 영업정지,(주)블루콤 영업정지,(주)블루콤 주권매매거래정지(중요한 영업정지)
20251205,16:19:12,Y,123840,뉴온,(유니버스 밖),뉴스형(즉시조치),부실·위험,중요한 영업정지,(주)뉴온 영업정지,(주)뉴온 주권매매거래정지(중요한 영업정지)
20251208,16:37:28,Y,050110,캠시스,D7,뉴스형(즉시조치),자본·조직변동,자본감소,(주)캠시스 감자결정,(주)캠시스 주권매매거래정지(자본감소)
20251209,11:33:12,,472850,폰드그룹,D5,뉴스형(즉시조치),자본·조직변동,무상증자,폰드그룹(주) 무상증자결정,폰드그룹(주) 주권매매거래정지(무상증자)
20251209,13:18:22,,389020,자람테크놀로지,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)자람테크놀로지 단일판매ㆍ공급계약체결,(주)자람테크놀로지 주권매매거래정지(단일판매공급계약)
20251209,16:43:04,Y,448760,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,아이비케이에스제22호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20251211,17:50:12,Y,196490,디에이테크놀로지,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자 보호,(주)디에이테크놀로지 (정정)상장폐지,(주)디에이테크놀로지 주권매매거래정지(투자자 보호)
20251212,17:10:28,Y,365590,하이딥,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)하이딥 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251212,17:35:21,Y,062970,한국첨단소재,(유니버스 밖),뉴스형(즉시조치),자본·조직변동,무상증자,(주)한국첨단소재 유무상증자결정,(주)한국첨단소재 주권매매거래정지(무상증자)
20251215,17:53:31,Y,448830,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,미래에셋비전기업인수목적3호 주식회사 주권매매거래정지(SPAC 소멸합병)
20251216,18:10:32,Y,060900,에이전트AI,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)에이전트에이아이 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20251217,15:47:25,Y,478780,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,대신밸런스제18호기업인수목적(주) 주권매매거래정지(SPAC 소멸합병)
20251218,10:43:19,,043910,자연과환경,D5,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)자연과환경 단일판매ㆍ공급계약체결,(주)자연과환경 주권매매거래정지(단일판매공급계약)
20251218,11:42:25,,417840,저스템,D3,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사 저스템 무상증자결정,주식회사 저스템 주권매매거래정지(무상증자)
20251218,19:05:50,Y,440110,파두,D1,뉴스형(즉시조치),부실·위험,상장심사 제출서류 중요사항 거짓 기재 관련 보도,(주)파두 조회공시요구(풍문또는보도)(상장심사 제출서류 중요사항 거짓 기재 관련 보도),(주)파두 주권매매거래정지(상장심사 제출서류 중요사항 거짓 기재 관련 보도)
20251223,10:15:13,,406820,뷰티스킨,D5,뉴스형(즉시조치),자본·조직변동,무상증자,(주)뷰티스킨 무상증자결정,(주)뷰티스킨 주권매매거래정지(무상증자)
20251223,14:43:19,,299030,하나기술,D4,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)하나기술 단일판매ㆍ공급계약체결,(주)하나기술 주권매매거래정지(단일판매공급계약)
20251223,14:55:22,,246960,SCL사이언스,D9,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)에스씨엘사이언스 영업양수 결정,(주)에스씨엘사이언스 주권매매거래정지(영업양수도)
20251224,14:16:13,,340930,성원에너텍,D4,뉴스형(즉시조치),자본·조직변동,무상증자,유일에너테크(주) 무상증자결정,유일에너테크(주) 주권매매거래정지(무상증자)
20251224,16:18:10,Y,035290,골드앤에스,D9,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)골드앤에스 영업양수 결정,(주)골드앤에스 주권매매거래정지(영업양수도)
20260105,16:57:28,Y,195990,루트K,D8,뉴스형(즉시조치),자본·조직변동,자본감소,(주)에이비프로바이오 감자결정,(주)에이비프로바이오 주권매매거래정지(자본감소)
20260106,17:41:17,Y,206400,베노티앤알,D8,뉴스형(즉시조치),자본·조직변동,영업양수도,(주)베노티앤알 영업양수 결정,(주)베노티앤알 주권매매거래정지(영업양수도)
20260107,15:07:41,,182400,엔케이젠바이오텍코리아,(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자보호,(주)엔케이맥스 (정정)상장폐지,(주)엔케이맥스 주권매매거래정지(투자자보호)
20260112,17:19:36,Y,024950,삼천리자전거,D8,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,삼천리자전거(주) 기타시장안내(상장적격성 실질심사 관련 안내),삼천리자전거(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260114,13:24:13,,059120,아진엑스텍,D3,뉴스형(즉시조치),자본·조직변동,무상증자,(주)아진엑스텍 무상증자결정,(주)아진엑스텍 주권매매거래정지(무상증자)
20260114,16:23:31,Y,284620,카이노스메드,D7,뉴스형(즉시조치),부실·위험,투자자보호,주식회사 카이노스메드 (정정)상장폐지,주식회사 카이노스메드 주권매매거래정지(투자자보호)
20260115,18:04:14,Y,446150,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,유안타제12호기업인수목적 주식회사 상장폐지,유안타제12호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260115,18:29:19,Y,455250,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,케이비제25호기업인수목적 주식회사 상장폐지,케이비제25호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260116,15:46:17,Y,089970,브이엠,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,브이엠(주) 단일판매ㆍ공급계약체결,브이엠(주) 주권매매거래정지(단일판매공급계약)
20260116,16:44:24,Y,037950,엘컴텍,D4,뉴스형(즉시조치),자본·조직변동,자본감소,엘컴텍(주) 감자결정,엘컴텍(주) 주권매매거래정지(자본감소)
20260116,18:01:04,Y,450050,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,하이제8호기업인수목적 주식회사 상장폐지,하이제8호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260122,18:18:03,Y,454640,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,하나29호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생 ),하나29호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260126,11:11:10,,373170,엠아이큐브솔루션,D9,뉴스형(즉시조치),자본·조직변동,무상증자,엠아이큐브솔루션 주식회사 무상증자결정,엠아이큐브솔루션 주식회사 주권매매거래정지(무상증자)
20260127,16:23:01,Y,290560,파라택시스이더리움,D8,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)신시웨이 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260128,17:55:03,Y,456490,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,교보14호기업인수목적 주식회사 상장폐지,교보14호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20260130,16:38:55,Y,328130,루닛,D1,뉴스형(즉시조치),자본·조직변동,무상증자,주식회사 루닛 유무상증자결정(주주배정후 실권주 일반공모),주식회사 루닛 주권매매거래정지(무상증자)
20260130,16:54:52,Y,050110,캠시스,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)캠시스 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20260202,17:21:12,Y,097780,에코볼트,D10,뉴스형(즉시조치),자본·조직변동,자본감소,에코볼트(주) 감자결정(유상감자),에코볼트(주) 주권매매거래정지(자본감소)
20260203,16:49:33,Y,265560,영화테크,D9,뉴스형(즉시조치),대형계약,단일판매공급계약,영화테크(주) 단일판매ㆍ공급계약체결,영화테크(주) 주권매매거래정지(단일판매공급계약)
20260204,13:11:11,,482630,삼양엔씨켐,D2,뉴스형(즉시조치),자본·조직변동,무상증자,(주)삼양엔씨켐 매출액 또는 손익구조 30%(대규모법인은 15%)이상 변동,(주)삼양엔씨켐 주권매매거래정지(무상증자)
20260204,17:42:12,Y,052420,오성첨단소재,D2,뉴스형(즉시조치),자본·조직변동,영업양수도,오성첨단소재(주) 영업양도 결정,오성첨단소재(주) 주권매매거래정지(영업양수도)
20260204,17:58:13,Y,276730,한울앤제주,D6,뉴스형(즉시조치),부실·위험,불성실공시법인 지정,(주)한울앤제주 불성실공시법인지정(공시번복),(주)한울앤제주 주권매매거래정지(불성실공시법인 지정)
20260204,18:42:33,Y,060230,제이케이시냅스,D6,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,제이케이시냅스(주) 조회공시요구(풍문또는보도)(채권자에 의한 파산신청설),제이케이시냅스(주) 주권매매거래정지(풍문 또는 보도 관련)
20260206,18:36:45,Y,263050,유틸렉스,D8,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,(주)유틸렉스 기타시장안내(상장적격성 실질심사관련안내),(주)유틸렉스 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260206,18:50:19,Y,064090,인크레더블버즈,D7,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,(주)인크레더블버즈 기타시장안내(상장적격성 실질심사관련안내),(주)인크레더블버즈 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20260212,13:14:12,,099320,쎄트렉아이,D2,뉴스형(즉시조치),대형계약,단일판매공급계약,주식회사쎄트렉아이 단일판매ㆍ공급계약체결,주식회사쎄트렉아이 주권매매거래정지(단일판매공급계약)
20260212,16:52:34,Y,069920,엑시온그룹,D7,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)엑시온그룹 단일판매ㆍ공급계약체결,(주)엑시온그룹 주권매매거래정지(단일판매공급계약)
