공시일,종목코드,종목명,사유성격,정지사유,시차_분,동반공시_원문,동반공시_유형,정지공시_원문
20250217,096040,(상장폐지),부실·위험,투자자보호,0,이트론(주) 기타시장안내(정리매매 보류 관련),기타시장안내,이트론(주) 주권매매거래정지(투자자보호)
20250217,096040,(상장폐지),부실·위험,투자자보호,1,이트론(주) 기타 경영사항(자율공시)(상장폐지결정 효력정지 가처분신청),기타 경영사항,이트론(주) 주권매매거래정지(투자자보호)
20250220,092600,앤씨앤,부실·위험,관리종목지정우려,0,(주)앤씨앤 기타시장안내(관리종목지정우려종목),기타시장안내,(주)앤씨앤 주권매매거래정지(관리종목지정우려)
20250220,092600,앤씨앤,부실·위험,관리종목지정우려,0,(주)앤씨앤 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)앤씨앤 주권매매거래정지(관리종목지정우려)
20250221,101390,(상장폐지),부실·위험,관리종목지정우려,0,(주)아이엠 기타시장안내(관리종목지정우려종목),기타시장안내,(주)아이엠 주권매매거래정지(관리종목지정우려)
20250221,101390,(상장폐지),부실·위험,관리종목지정우려,0,(주)아이엠 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)아이엠 주권매매거래정지(관리종목지정우려)
20250226,027040,서울전자통신,부실·위험,관리종목지정우려,0,서울전자통신(주) 기타시장안내(관리종목지정우려종목),기타시장안내,서울전자통신(주) 주권매매거래정지(관리종목지정우려)
20250226,027040,서울전자통신,부실·위험,관리종목지정우려,0,서울전자통신(주) 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,서울전자통신(주) 주권매매거래정지(관리종목지정우려)
20250227,032980,(상장폐지),부실·위험,상장적격성 실질심사 대상 (사유발생,1,바이온(주) 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,바이온(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250227,032980,(상장폐지),부실·위험,상장적격성 실질심사 대상 (사유발생,0,"바이온(주) 불성실공시법인지정(공시불이행 2건, 공시번복 1건)",불성실공시법인지정,바이온(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250227,054300,팬스타엔터프라이즈,자본·조직변동,우회상장여부 및 요건충족확인,0,(주)팬스타엔터프라이즈 회사합병 결정,회사합병 결정,(주)팬스타엔터프라이즈 주권매매거래정지(우회상장여부 및 요건충족확인)
20250227,054300,팬스타엔터프라이즈,자본·조직변동,우회상장여부 및 요건충족확인,0,(주)팬스타엔터프라이즈 신주인수권증권 매매거래정지(우회상장여부 및 요건충족확인),신주인수권증권 매매거래정지,(주)팬스타엔터프라이즈 주권매매거래정지(우회상장여부 및 요건충족확인)
20250227,095270,웨이브일렉트로,부실·위험,회계처리 기준위반,0,(주)웨이브일렉트로닉스 회계처리기준 위반에 따른 임원의 해임권고 조치,닉스 회계처리기준 위반에 따른 임원의 해임권고 조치,(주)웨이브일렉트로닉스 주권매매거래정지(회계처리 기준위반)
20250304,430700,(상장폐지),부실·위험,상장폐지 사유발생,1,유안타제9호기업인수목적 주식회사 관리종목지정사유추가(상장폐지 사유발생),관리종목지정사유추가,유안타제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250304,430700,(상장폐지),부실·위험,상장폐지 사유발생,0,유안타제9호기업인수목적 주식회사 상장폐지,상장폐지,유안타제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250306,340360,다보링크,부실·위험,불성실공시법인 지정,0,"주식회사 다보링크 불성실공시법인지정(공시불이행 1건, 공시번복 1건)",불성실공시법인지정,주식회사 다보링크 주권매매거래정지(불성실공시법인 지정)
20250306,405000,플라즈맵,부실·위험,관리종목지정우려,0,주식회사 플라즈맵 기타시장안내(관리종목지정우려종목),기타시장안내,주식회사 플라즈맵 주권매매거래정지(관리종목지정우려)
20250306,405000,플라즈맵,부실·위험,관리종목지정우려,0,주식회사 플라즈맵 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,주식회사 플라즈맵 주권매매거래정지(관리종목지정우려)
20250307,083640,인콘,자본·조직변동,자본감소,0,(주)인콘 감자결정,감자결정,(주)인콘 주권매매거래정지(자본감소)
20250310,288330,파라택시스코리아,부실·위험,관리종목지정우려,0,브릿지바이오테라퓨틱스 주식회사 기타시장안내(관리종목지정우려종목),기타시장안내,브릿지바이오테라퓨틱스 주식회사 주권매매거래정지(관리종목지정우려)
20250310,288330,파라택시스코리아,부실·위험,관리종목지정우려,0,브릿지바이오테라퓨틱스 주식회사 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,브릿지바이오테라퓨틱스 주식회사 주권매매거래정지(관리종목지정우려)
20250312,223310,사토시홀딩스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,딥마인드플랫폼(주) 기타시장안내(상장적격성 실질심사 사유 발생 ),기타시장안내,딥마인드플랫폼(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250312,223310,사토시홀딩스,부실·위험,상장적격성 실질심사 대상 (사유발생,0,딥마인드플랫폼(주) 감사보고서 제출,감사보고서 제출,딥마인드플랫폼(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250313,088800,에이스테크,자본·조직변동,자본감소,0,(주)에이스테크놀로지 감자결정,놀로지 감자결정,(주)에이스테크놀로지 주권매매거래정지(자본감소)
20250313,290720,푸드나무,부실·위험,관리종목지정우려,0,(주)푸드나무 기타시장안내(관리종목지정우려종목),기타시장안내,(주)푸드나무 주권매매거래정지(관리종목지정우려)
20250313,290720,푸드나무,부실·위험,관리종목지정우려,0,(주)푸드나무 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)푸드나무 주권매매거래정지(관리종목지정우려)
20250313,405000,플라즈맵,자본·조직변동,자본감소,0,주식회사 플라즈맵 감자결정,감자결정,주식회사 플라즈맵 주권매매거래정지(자본감소)
20250314,019660,글로본,자본·조직변동,자본감소,0,글로본(주) 감자결정,감자결정,글로본(주) 주권매매거래정지(자본감소)
20250314,030350,드래곤플라이,부실·위험,관리종목지정우려,0,(주)드래곤플라이 기타시장안내(관리종목지정우려종목),기타시장안내,(주)드래곤플라이 주권매매거래정지(관리종목지정우려)
20250314,030350,드래곤플라이,부실·위험,관리종목지정우려,0,(주)드래곤플라이 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)드래곤플라이 주권매매거래정지(관리종목지정우려)
20250314,049180,셀루메드,부실·위험,관리종목지정우려,1,(주)셀루메드 기타시장안내(관리종목지정우려종목),기타시장안내,(주)셀루메드 주권매매거래정지(관리종목지정우려)
20250314,049180,셀루메드,부실·위험,관리종목지정우려,1,(주)셀루메드 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)셀루메드 주권매매거래정지(관리종목지정우려)
20250314,065060,지엔코,자본·조직변동,자본감소,0,(주)지엔코 감자결정,감자결정,(주)지엔코 주권매매거래정지(자본감소)
20250314,214610,롤링스톤,자본·조직변동,자본감소,0,주식회사 미코바이오메드 감자결정,바이오메드 감자결정,주식회사 미코바이오메드 주권매매거래정지(자본감소)
20250314,294090,이오플로우,부실·위험,관리종목지정우려,0,이오플로우(주) 기타시장안내(관리종목지정우려종목),기타시장안내,이오플로우(주) 주권매매거래정지(관리종목지정우려)
20250314,294090,이오플로우,부실·위험,관리종목지정우려,0,이오플로우(주) 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,이오플로우(주) 주권매매거래정지(관리종목지정우려)
20250314,298060,풍전약품,부실·위험,관리종목지정우려,0,에스씨엠생명과학(주) 기타시장안내(관리종목지정우려종목),기타시장안내,에스씨엠생명과학(주) 주권매매거래정지(관리종목지정우려)
20250314,298060,풍전약품,부실·위험,관리종목지정우려,0,에스씨엠생명과학(주) 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,에스씨엠생명과학(주) 주권매매거래정지(관리종목지정우려)
20250317,405000,플라즈맵,부실·위험,관리종목지정사유발생,0,주식회사 플라즈맵 감사보고서 제출,감사보고서 제출,주식회사 플라즈맵 주권매매거래정지(관리종목지정사유발생)
20250318,029960,(상장폐지),자본·조직변동,"주식교환, 이전",1,(주)코엔텍 주주총회소집결의(임시주주총회),주주총회소집결의,"(주)코엔텍 주권매매거래정지(주식교환, 이전)"
20250318,029960,(상장폐지),자본·조직변동,"주식교환, 이전",0,(주)코엔텍 주식교환ㆍ이전 결정,주식교환ㆍ이전 결정,"(주)코엔텍 주권매매거래정지(주식교환, 이전)"
20250318,092600,앤씨앤,부실·위험,관리종목지정사유발생,0,(주)앤씨앤 감사보고서 제출,감사보고서 제출,(주)앤씨앤 주권매매거래정지(관리종목지정사유발생)
20250319,033790,피노,대형계약,단일판매공급계약,0,(주)피노 단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,(주)피노 주권매매거래정지(단일판매공급계약)
20250320,027040,서울전자통신,부실·위험,관리종목지정사유발생,0,서울전자통신(주) 감사보고서 제출,감사보고서 제출,서울전자통신(주) 주권매매거래정지(관리종목지정사유발생)
20250320,065650,하이퍼코퍼레이션,부실·위험,관리종목지정우려,0,(주)하이퍼코퍼레이션 기타시장안내(관리종목지정우려종목),기타시장안내,(주)하이퍼코퍼레이션 주권매매거래정지(관리종목지정우려)
